Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
Algeria,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",Import,6843,10300,Weight in kilograms,10300
Algeria,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",Import,5188,5898,Weight in kilograms,5898
Algeria,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,39239,23101,Weight in kilograms,23101
Algeria,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,16334,22413,Weight in kilograms,22413
Algeria,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,17872,1085,Weight in kilograms,1085
Algeria,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,15032,10000,Weight in kilograms,10000
Algeria,2005,"Fabrics, woven; unbleached or bleached, of artificial staple fibres, n.e.c. in heading no. 5516",Import,104,150,Weight in kilograms,150
Algeria,2005,"Fabrics, woven; dyed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,20379,10862,Weight in kilograms,10862
Algeria,2005,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,41389,36822,Weight in kilograms,36822
Andorra,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached",Export,394,15,Weight in kilograms,15
Andorra,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Export,6104,249,Weight in kilograms,249
Andorra,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2",Export,125,100,Weight in kilograms,100
Angola,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Import,30779.91,6201,Weight in kilograms,6201
Angola,2005,"Fibres; synthetic filament tow, of polyesters",Import,4464.555,394,Weight in kilograms,394
Angola,2005,"Fibres; synthetic filament tow, acrylic or modacrylic",Import,38935.09,11459,Weight in kilograms,11459
Angola,2005,"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501",Import,402388.723,164574,Weight in kilograms,164574
Angola,2005,Fibres; artificial filament tow,Import,745842.074,172681,Weight in kilograms,172681
Angola,2005,"Synthetic staple fibres, not carded/combed/othw. processed for spinning, of ...",Import,1461.613,12,Weight in kilograms,12
Angola,2005,"Fibres; synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning",Import,2757.226,212,Weight in kilograms,212
Angola,2005,"Fibres; synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning",Import,2209317.339,1046645,Weight in kilograms,1046645
Angola,2005,"Fibres; artificial staple fibres, other than of viscose, not carded, combed or otherwise processed for spinning",Import,112.324,50,Weight in kilograms,50
Angola,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres",Import,77.807,1,Weight in kilograms,1
Angola,2005,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning",Import,195470.76,104161,Weight in kilograms,104161
Angola,2005,"Fibres; synthetic staple fibres, of polyesters, carded, combed or otherwise processed for spinning",Import,981.28,259,Weight in kilograms,259
Angola,2005,"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning",Import,60269.929,24015,Weight in kilograms,24015
Angola,2005,"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning",Import,329.83,842,Weight in kilograms,842
Angola,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,12657.136,1865,Weight in kilograms,1865
Angola,2005,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",Import,2904.994,153,Weight in kilograms,153
Angola,2005,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Import,922.403,175,Weight in kilograms,175
Angola,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale",Import,58.966,7,Weight in kilograms,7
Angola,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale",Import,181.083,5,Weight in kilograms,5
Angola,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale",Import,39.694,5,Weight in kilograms,5
Angola,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,533.137,428,Weight in kilograms,428
Angola,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing less than 85% by weight of synthetic staple fibres, put up for retail sale",Import,355.833,175,Weight in kilograms,175
Angola,2005,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",Import,3320.398,131,Weight in kilograms,131
Angola,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached",Import,85894.608,39985,Weight in kilograms,39985
Angola,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",Import,1242366.914,546061,Weight in kilograms,546061
Angola,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached",Import,1611.477,180,Weight in kilograms,180
Angola,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, unbleached or bleached",Import,957.692,423,Weight in kilograms,423
Angola,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Import,8443.675,3725,Weight in kilograms,3725
Angola,2005,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached",Import,266077.242,74501,Weight in kilograms,74501
Angola,2005,"Fabrics, woven; 3-thread or 4-thread twill, of polyester staple fibres, containing less than 85% by weight of such, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,4918.359,354,Weight in kilograms,354
Angola,2005,"Fabrics, woven; of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,21928.049,9295,Weight in kilograms,9295
Angola,2005,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,50502.575,11311,Weight in kilograms,11311
Angola,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,78113.542,18988,Weight in kilograms,18988
Angola,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,5170.2,504,Weight in kilograms,504
Angola,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,54772.881,4421,Weight in kilograms,4421
Angola,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,4429.375,340,Weight in kilograms,340
Angola,2005,"Fabrics, woven; plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,2367.716,1068,Weight in kilograms,1068
Angola,2005,"Woven fabrics of polyester staple fibres, cont.<85% by wt. of such fibres,  ...",Import,3545.553,3518,Weight in kilograms,3518
Angola,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.31 & 5513.32), cont ...",Import,261.264,2,Weight in kilograms,2
Angola,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,8010.202,1359,Weight in kilograms,1359
Angola,2005,"Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,73582.055,13400,Weight in kilograms,13400
Angola,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,141197.59,31692,Weight in kilograms,31692
Angola,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,29837.058,7367.91,Weight in kilograms,7367.91
Angola,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2",Import,17979.299,1863,Weight in kilograms,1863
Angola,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,1687.959,97,Weight in kilograms,97
Angola,2005,"Fabrics, woven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,49611.092,4157,Weight in kilograms,4157
Angola,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2, n.e.c. in heading no. 5514",Import,40817.293,23564,Weight in kilograms,23564
Angola,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,21638.531,1384,Weight in kilograms,1384
Angola,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,35897.309,1032,Weight in kilograms,1032
Angola,2005,"Woven fabrics of polyester staple fibres (excl. of 5514.31 & 5514.32), cont ...",Import,299.742,25,Weight in kilograms,25
Angola,2005,"Woven fabrics of oth. synth. staple fibres (excl. of 5514.31-5514.33), cont ...",Import,2662.261,384,Weight in kilograms,384
Angola,2005,"Fabrics, woven; plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,36978.7,13240,Weight in kilograms,13240
Angola,2005,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514",Import,688.92,75,Weight in kilograms,75
Angola,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,10091.616,258,Weight in kilograms,258
Angola,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",Import,13327.222,1010,Weight in kilograms,1010
Angola,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,126676.109,40916,Weight in kilograms,40916
